"","position","rank","name","lastName","uri","imageUri","worth","age","source","industry","gender","country","squareImage","worth_billions"
"100",100,100,"Aliko Dangote","Dangote","aliko-dangote","aliko-dangote",14100,60,"cement, sugar, flour","Manufacturing","M","Nigeria","//specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667",14.1
"101",101,100,"Harold Hamm","Hamm","harold-hamm","harold-hamm",14100,72,"oil & gas","Energy","M","United States","//specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropX1=1310&cropX2=2937&cropY1=960&cropY2=2589",14.1
"102",102,102,"Steve Cohen","Cohen","steve-cohen","steve-cohen",14000,61,"hedge funds","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropX1=743&cropX2=3320&cropY1=91&cropY2=2667",14
"103",103,102,"Dustin Moskovitz","Moskovitz","dustin-moskovitz","dustin-moskovitz",14000,33,"Facebook","Technology","M","United States","//specials-images.forbesimg.com/imageserve/5a8d9076a7ea43169014020b/416x416.jpg?background=000000&cropX1=1208&cropX2=3374&cropY1=81&cropY2=2246",14
"104",104,102,"Marcel Herrmann Telles","Telles","marcel-herrmann-telles","marcel-herrmann-telles",14000,68,"beer","Food and Beverage","M","Brazil","//specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropX1=6&cropX2=1812&cropY1=862&cropY2=2667",14
"105",105,105,"Reinhold Wuerth","Wuerth","reinhold-wuerth","reinhold-wuerth",13600,82,"fasteners","Manufacturing","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropX1=562&cropX2=2916&cropY1=10&cropY2=2362",13.6
"106",106,106,"Charles Ergen","Ergen","charles-ergen","charles-ergen",13400,65,"satellite TV","Media & Entertainment","M","United States","//specials-images.forbesimg.com/imageserve/59d55b4331358e542c035479/416x416.jpg?background=000000&cropX1=1400&cropX2=3175&cropY1=55&cropY2=1832",13.4
"107",107,106,"Eric Schmidt","Schmidt","eric-schmidt","eric-schmidt",13400,62,"Google","Technology","M","United States","//specials-images.forbesimg.com/imageserve/58c19b99a7ea431f321ad8d9/416x416.jpg?background=000000&cropX1=90&cropX2=631&cropY1=47&cropY2=588",13.4
"108",108,108,"Philip Anschutz","Anschutz","philip-anschutz","philip-anschutz",13000,78,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropX1=23&cropX2=732&cropY1=37&cropY2=746",13
"109",109,108,"Jim Kennedy","Kennedy","jim-kennedy","jim-kennedy",13000,70,"media","Media & Entertainment","M","United States","//specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272",13
"110",110,108,"Blair Parry-Okeden","Parry-Okeden","blair-parry-okeden","no-pic-female",13000,67,"media","Media & Entertainment","F","United States",NA,13
"111",111,108,"Alain Wertheimer","Wertheimer","alain-wertheimer","alain-wertheimer",13000,69,"Chanel","Fashion & Retail","M","France","//specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropX1=11&cropX2=1445&cropY1=0&cropY2=1434",13
"112",112,108,"Gerard Wertheimer","Wertheimer","gerard-wertheimer-1","gerard-wertheimer-1",13000,67,"Chanel","Fashion & Retail","M","France","//specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861",13
"113",113,113,"Leonard Lauder","Lauder","leonard-lauder","leonard-lauder",12900,80,"Estee Lauder","Fashion & Retail","M","United States","//specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713",12.9
"114",114,113,"Heinz Hermann Thiele","Thiele","heinz-hermann-thiele","heinz-hermann-thiele",12900,76,"brakes","Construction & Engineering","M","Germany","//specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=131&cropY2=874",12.9
"115",115,115,"Dilip Shanghvi","Shanghvi","dilip-shanghvi","dilip-shanghvi",12800,62,"pharmaceuticals","Healthcare","M","India","//specials-images.forbesimg.com/imageserve/59cbfe1aa7ea434a34f46ad9/416x416.jpg?background=000000&cropX1=731&cropX2=3388&cropY1=11&cropY2=2667",12.8
"116",116,116,"Hasso Plattner","Plattner","hasso-plattner","hasso-plattner",12700,74,"software","Technology","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e164e31358e4955ad1051/416x416.jpg?background=000000&cropX1=11&cropX2=2667&cropY1=23&cropY2=2680",12.7
"117",117,117,"Stephen Schwarzman","Schwarzman","stephen-schwarzman","stephen-schwarzman",12600,71,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/59d560a8a7ea436b47b37189/416x416.jpg?background=000000&cropX1=1295&cropX2=3190&cropY1=523&cropY2=2417",12.6
"118",118,118,"Lei Jun","Lei","lei-jun","lei-jun",12500,48,"smartphones","Technology","M","China","//specials-images.forbesimg.com/imageserve/5a7cc5bda7ea4316901308f6/416x416.jpg?background=000000&cropX1=15&cropX2=2220&cropY1=44&cropY2=2248",12.5
"119",119,118,"Hans Rausing","Rausing","hans-rausing","hans-rausing",12500,91,"packaging","Manufacturing","M","Sweden","//specials-images.forbesimg.com/imageserve/58a287e831358e1a35ab5409/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=73&cropY2=816",12.5
"120",120,118,"Alisher Usmanov","Usmanov","alisher-usmanov","alisher-usmanov",12500,64,"steel, telecom, investments","Metals & Mining","M","Russia","//specials-images.forbesimg.com/imageserve/5a8090a631358e4955ad29b0/416x416.jpg?background=000000&cropX1=1520&cropX2=3943&cropY1=269&cropY2=2692",12.5
"121",121,121,"Donald Newhouse","Newhouse","donald-newhouse","donald-newhouse",12300,88,"media","Media & Entertainment","M","United States","//specials-images.forbesimg.com/imageserve/5a8d9b9ca7ea431690140421/416x416.jpg?background=000000&cropX1=466&cropX2=2788&cropY1=140&cropY2=2464",12.3
"122",122,122,"Peter Woo","Woo","peter-woo","peter-woo",12200,71,"real estate","Real Estate","M","Hong Kong","//specials-images.forbesimg.com/imageserve/5877bbb84bbe6f1f20eace2a/416x416.jpg?background=000000&cropX1=55&cropX2=652&cropY1=87&cropY2=685",12.2
"123",123,123,"Luis Carlos Sarmiento","Sarmiento","luis-carlos-sarmiento","luis-carlos-sarmiento",12100,85,"banking","Finance and Investments","M","Colombia","//specials-images.forbesimg.com/imageserve/5a7dcba04bbe6f2652f51b84/416x416.jpg?background=000000&cropX1=182&cropX2=1680&cropY1=87&cropY2=1584",12.1
"124",124,124,"Robin Li","Li","robin-li","robin-li",12000,49,"internet search","Technology","M","China","//specials-images.forbesimg.com/imageserve/5a7ceb4f4bbe6f2652f5106b/416x416.jpg?background=000000&cropX1=2954&cropX2=5159&cropY1=238&cropY2=2442",12
"125",125,124,"Carlos Alberto Sicupira","Sicupira","carlos-alberto-sicupira","no-pic",12000,70,"beer","Food and Beverage","M","Brazil","//specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537",12
"126",126,126,"Seo Jung-Jin","Seo","seo-jung-jin","seo-jung-jin",11900,60,"biotech","Healthcare","M","South Korea","//specials-images.forbesimg.com/imageserve/553925b5e4b0bacdbd748e16/416x416.jpg?background=000000&cropX1=61&cropX2=628&cropY1=87&cropY2=654",11.9
"127",127,127,"Kumar Birla","Birla","kumar-birla","kumar-birla",11800,50,"commodities","Diversified","M","India","//specials-images.forbesimg.com/imageserve/5a7f2fe54bbe6f2652f52f67/416x416.jpg?background=000000&cropX1=29&cropX2=834&cropY1=68&cropY2=874",11.8
"128",128,127,"Alexander Otto","Otto","alexander-otto","no-pic",11800,50,"real estate","Real Estate","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e04f431358e4955ad0c06/416x416.jpg?background=000000&cropX1=126&cropX2=900&cropY1=176&cropY2=950",11.8
"129",129,127,"Stefano Pessina","Pessina","stefano-pessina","stefano-pessina",11800,76,"drugstores","Fashion & Retail","M","Italy","//specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656",11.8
"130",130,130,"Udo & Harald Tschira","Tschira","udo-harald-tschira","no-pic",11700,500,"software","Technology","M","Germany",NA,11.7
"131",131,130,"Wang Wenyin","Wang","wang-wenyin","wang-wenyin",11700,50,"mining, copper products","Metals & Mining","M","China","//specials-images.forbesimg.com/imageserve/cf65372d0041b89469dfc064d15d21ca/416x416.jpg?background=000000&cropX1=6&cropX2=595&cropY1=433&cropY2=1023",11.7
"132",132,132,"Andrew Beal","Beal","andrew-beal","andrew-beal",11600,65,"banks, real estate","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/572275fc31358e1869e2bbb5/416x416.jpg?background=000000&cropX1=23&cropX2=651&cropY1=24&cropY2=652",11.6
"133",133,132,"Lee Man Tat","Lee","lee-man-tat","lee-man-tat",11600,88,"Oyster sauce, real estate","Food and Beverage","M","Hong Kong","//specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropX1=237&cropX2=535&cropY1=235&cropY2=533",11.6
"134",134,134,"John Menard, Jr.","Menard","john-menard-jr","john-menard-jr",11500,78,"home improvement stores","Fashion & Retail","M","United States","//specials-images.forbesimg.com/imageserve/59d57d8d31358e542c03569c/416x416.jpg?background=000000&cropX1=210&cropX2=2245&cropY1=360&cropY2=2394",11.5
"135",135,135,"Xu Shihui","Xu","xu-shihui","xu-shihui",11300,60,"snacks, beverages","Food and Beverage","M","China","//specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484",11.3
"136",136,135,"Zhou Hongyi","Zhou","zhou-hongyi","zhou-hongyi",11300,47,"security software","Technology","M","China","//specials-images.forbesimg.com/imageserve/936450a91a016db56ea72c10985090a2/416x416.jpg?background=000000&cropX1=8&cropX2=733&cropY1=18&cropY2=743",11.3
"137",137,137,"Gong Hongjia","Gong","gong-hongjia","gong-hongjia",11200,53,"video surveillance","Finance and Investments","M","Hong Kong","//specials-images.forbesimg.com/imageserve/5a7e6a88a7ea43169013252c/416x416.jpg?background=000000&cropX1=1000&cropX2=4170&cropY1=0&cropY2=3167",11.2
"138",138,138,"Michael Otto","Otto","michael-otto","michael-otto",11000,74,"retail, real estate","Fashion & Retail","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e2e6fa7ea431690132380/416x416.jpg?background=000000&cropX1=362&cropX2=3144&cropY1=8&cropY2=2792",11
"139",139,138,"David Tepper","Tepper","david-tepper","david-tepper",11000,60,"hedge funds","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/58c07e6c31358e1a35acaa2c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=87&cropY2=831",11
"140",140,140,"Roman Abramovich","Abramovich","roman-abramovich","roman-abramovich",10800,51,"steel, investments","Diversified","M","Russia","//specials-images.forbesimg.com/imageserve/5a80b0cc4bbe6f2652f53f7a/416x416.jpg?background=000000&cropX1=0&cropX2=1368&cropY1=115&cropY2=1484",10.8
"141",141,140,"Liu Qiangdong","Liu","liu-qiangdong","liu-qiangdong",10800,43,"e-commerce","Technology","M","China","//specials-images.forbesimg.com/imageserve/5a7cdab84bbe6f2652f50e19/416x416.jpg?background=000000&cropX1=294&cropX2=1518&cropY1=234&cropY2=1458",10.8
"142",142,140,"Robert & Philip Ng","Ng","robert-philip-ng","robert-philip-ng",10800,500,"real estate","Real Estate","M","Singapore","//specials-images.forbesimg.com/imageserve/a9e3c27c6a67d9b561db2559f1c08ecd/416x416.jpg?background=000000&cropX1=93&cropX2=684&cropY1=2&cropY2=593",10.8
"143",143,143,"Alberto Bailleres Gonzalez","Bailleres Gonzalez","alberto-bailleres-gonzalez","alberto-bailleres-gonzalez",10700,86,"mining","Metals & Mining","M","Mexico","//specials-images.forbesimg.com/imageserve/56cbb0e5e4b062f6b59a430a/416x416.jpg?background=000000&cropX1=55&cropX2=1531&cropY1=3&cropY2=1480",10.7
"144",144,143,"Uday Kotak","Kotak","uday-kotak","uday-kotak",10700,58,"banking","Finance and Investments","M","India","//specials-images.forbesimg.com/imageserve/59d3d4884bbe6f37dd9fe8da/416x416.jpg?background=000000&cropX1=589&cropX2=1817&cropY1=651&cropY2=1879",10.7
"145",145,145,"Pierre Omidyar","Omidyar","pierre-omidyar","pierre-omidyar",10500,50,"eBay","Technology","M","United States","//specials-images.forbesimg.com/imageserve/59d57e6f4bbe6f37dda002ba/416x416.jpg?background=000000&cropX1=123&cropX2=1302&cropY1=83&cropY2=1263",10.5
"146",146,146,"Walter P.J. Droege","Droege","walter-pj-droege","no-pic",10300,65,"consulting","Service","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e5bb64bbe6f2652f529e8/416x416.jpg?background=000000&cropX1=241&cropX2=1792&cropY1=107&cropY2=1659",10.3
"147",147,147,"Dietmar Hopp","Hopp","dietmar-hopp","dietmar-hopp",10200,77,"software","Technology","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e0f4f31358e4955ad0e71/416x416.jpg?background=000000&cropX1=792&cropX2=2556&cropY1=9&cropY2=1772",10.2
"148",148,148,"Graeme Hart","Hart","graeme-hart","graeme-hart",10100,62,"investments","Finance and Investments","M","New Zealand","//specials-images.forbesimg.com/imageserve/5a7fd7a4a7ea431690133227/416x416.jpg?background=000000&cropX1=846&cropX2=3184&cropY1=0&cropY2=2336",10.1
"149",149,148,"Eduardo Saverin","Saverin","eduardo-saverin","eduardo-saverin",10100,35,"Facebook","Technology","M","Brazil","//specials-images.forbesimg.com/imageserve/5a7b7de3a7ea43169012ee98/416x416.jpg?background=000000&cropX1=15&cropX2=2537&cropY1=10&cropY2=2534",10.1
"150",150,148,"Yan Zhi","Yan","yan-zhi","yan-zhi",10100,45,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/5a7d188a31358e4955acfd79/416x416.jpg?background=000000&cropX1=295&cropX2=1493&cropY1=40&cropY2=1239",10.1
"151",151,151,"Radhakishan Damani","Damani","radhakishan-damani","no-pic",10000,63,"investments, retail","Finance and Investments","M","India","//specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887",10
"152",152,152,"German Khan","Khan","german-khan","german-khan",9800,56,"oil, banking, telecom","Energy","M","Russia","//specials-images.forbesimg.com/imageserve/5a80a6e631358e4955ad2b1b/416x416.jpg?background=000000&cropX1=434&cropX2=3217&cropY1=0&cropY2=2785",9.8
"153",153,152,"Ronald Perelman","Perelman","ronald-perelman","ronald-perelman",9800,75,"leveraged buyouts","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a8d9bdd31358e4955adf34f/416x416.jpg?background=000000&cropX1=1575&cropX2=3420&cropY1=244&cropY2=2088",9.8
"154",154,154,"Gautam Adani","Adani","gautam-adani-1","no-pic",9700,55,"commodities, ports","Diversified","M","India",NA,9.7
"155",155,154,"Micky Arison","Arison","micky-arison","micky-arison",9700,68,"Carnival Cruises","Service","M","United States","//specials-images.forbesimg.com/imageserve/59d57f6431358e542c0356b3/416x416.jpg?background=000000&cropX1=177&cropX2=1060&cropY1=178&cropY2=1062",9.7
"156",156,154,"Pan Zhengmin","Pan","pan-zhengmin","pan-zhengmin",9700,48,"electronics","Technology","M","China","//specials-images.forbesimg.com/imageserve/58dbb68531358e58f079d9b2/416x416.jpg?background=000000&cropX1=51&cropX2=956&cropY1=3&cropY2=908",9.7
"157",157,154,"Joseph Tsai","Tsai","joseph-tsai","joseph-tsai",9700,54,"e-commerce","Technology","M","Canada","//specials-images.forbesimg.com/imageserve/5a7baec2a7ea43169012f277/416x416.jpg?background=000000&cropX1=1331&cropX2=3994&cropY1=6&cropY2=2667",9.7
"158",158,158,"Thomas Frist, Jr.","Frist","thomas-frist-jr","thomas-frist-jr",9600,79,"health care","Healthcare","M","United States","//specials-images.forbesimg.com/imageserve/ee825ff539047091cda533423b10d65b/416x416.jpg?background=000000&cropX1=16&cropX2=947&cropY1=153&cropY2=1084",9.6
"159",159,158,"Mikhail Prokhorov","Prokhorov","mikhail-prokhorov","mikhail-prokhorov",9600,52,"investments","Finance and Investments","M","Russia","//specials-images.forbesimg.com/imageserve/5a80acf9a7ea431690133b88/416x416.jpg?background=000000&cropX1=698&cropX2=4047&cropY1=0&cropY2=3348",9.6
"160",160,160,"Galen Weston","Weston","galen-weston","galen-weston",9500,77,"retail","Fashion & Retail","M","Canada","//specials-images.forbesimg.com/imageserve/5a7baa3431358e4955ace128/416x416.jpg?background=000000&cropX1=9&cropX2=1416&cropY1=157&cropY2=1563",9.5
"161",161,160,"Zong Qinghou","Zong","zong-qinghou","zong-qinghou",9500,72,"beverages","Food and Beverage","M","China","//specials-images.forbesimg.com/imageserve/5a7d2b4da7ea431690130f47/416x416.jpg?background=000000&cropX1=1007&cropX2=2584&cropY1=236&cropY2=1812",9.5
"162",162,162,"Eyal Ofer","Ofer","eyal-ofer","eyal-ofer",9400,67,"real estate, shipping","Diversified","M","Israel","//specials-images.forbesimg.com/imageserve/56d45a75e4b0c144a7f67b14/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746",9.4
"163",163,162,"Charles Schwab","Schwab","charles-schwab","charles-schwab",9400,80,"discount brokerage","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/56d0bfd2e4b0c144a7f65b42/416x416.jpg?background=000000&cropX1=129&cropX2=615&cropY1=42&cropY2=529",9.4
"164",164,164,"Gianluigi & Rafaela Aponte","Aponte","gianluigi-rafaela-aponte","gianluigi-rafaela-aponte",9300,77,"Shipping","Logistics","unknown","Switzerland","//specials-images.forbesimg.com/imageserve/5a8125d531358e4955ad310c/416x416.jpg?background=000000&cropX1=171&cropX2=1996&cropY1=176&cropY2=2002",9.3
"165",165,164,"Herbert Kohler, Jr.","Kohler","herbert-kohler-jr","herbert-kohler-jr",9300,79,"plumbing fixtures","Manufacturing","M","United States","//specials-images.forbesimg.com/imageserve/5a8d9d094bbe6f2652f61ee8/416x416.jpg?background=000000&cropX1=1346&cropX2=2096&cropY1=94&cropY2=844",9.3
"166",166,164,"Viktor Rashnikov","Rashnikov","viktor-rashnikov","viktor-rashnikov",9300,69,"steel","Manufacturing","M","Russia","//specials-images.forbesimg.com/imageserve/5a80c83e31358e4955ad2c99/416x416.jpg?background=000000&cropX1=392&cropX2=2225&cropY1=0&cropY2=1832",9.3
"167",167,167,"Harry Triguboff","Triguboff","harry-triguboff","harry-triguboff",9200,85,"real estate","Real Estate","M","Australia","//specials-images.forbesimg.com/imageserve/5a7a54bc31358e4955acc87f/416x416.jpg?background=000000&cropX1=365&cropX2=1334&cropY1=68&cropY2=1036",9.2
"168",168,167,"August von Finck","von Finck","august-von-finck","august-von-finck",9200,87,"investments","Finance and Investments","M","Germany","//specials-images.forbesimg.com/imageserve/58a1c68131358e1a35ab40c2/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=27&cropY2=770",9.2
